POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,Year
1,ShaneWatson,406.5,15,17,158,47,19,2,0,2008
2,Sanath Jayasuriya,308.5,14,4,36,58,31,2,0,2008
3,Yusuf Pathan,290.5,16,8,60,43,25,3,0,2008
4,Albie Morkel,261,13,17,100,18,14,3,0,2008
5,Irfan Pathan,259,14,15,153,9,6,4,0,2008
6,Shaun Marsh,246,11,0,0,59,26,3,0,2008
7,Manpreet Gony,236,16,17,156,2,3,2,0,2008
8,Shaun Pollock,232.5,13,11,131,12,8,2,0,2008
9,Virender Sehwag,224.5,14,3,18,46,21,3,0,2008
10,Piyush Chawla,222,15,17,112,10,3,6,0,2008
11,Sohail Tanvir,220,11,22,122,3,1,4,0,2008
12,Sourav Ganguly,214.5,13,6,46,33,15,5,0,2008
13,Shane Warne,214,15,19,108,7,2,6,0,2008
14,Adam Gilchrist,211.5,14,0,0,51,19,6,1,2008
15,Shanthakumaran Sreesanth,204.5,15,19,133,0,0,2,0,2008
16,Glenn McGrath,203.5,14,12,154,1,0,2,0,2008
17,Gautam Gambhir,203,14,0,0,68,8,2,0,2008
18,Praveen Kumar,198.5,13,11,109,10,6,2,0,2008
19,RP Singh,195.5,14,15,122,2,1,5,0,2008
20,Munaf Patel,195,15,14,141,0,0,2,0,2008
21,MF Maharoof,193.5,10,15,84,10,7,3,0,2008
22,Rohit Sharma,191,13,1,6,38,19,8,0,2008
23,Suresh Raina,183,16,1,4,35,18,10,0,2008
24,Ashish Nehra,183,14,12,121,0,0,8,0,2008
25,James Hopes,180.5,11,7,53,27,8,3,0,2008
26,Dwayne Bravo,179.5,9,11,66,19,5,4,0,2008
27,Muttiah Muralitharan,175.5,15,11,127,0,0,4,0,2008
28,Yuvraj Singh,171,15,3,14,24,19,8,0,2008
29,Graeme Smith,168,11,0,0,54,8,2,0,2008
30,Siddharth Trivedi,164.5,15,13,104,0,0,6,0,2008
31,MS Dhoni,162.5,16,0,0,38,15,6,0,2008
32,Yo Mahesh,162.5,11,16,94,0,0,5,0,2008
33,Dale Steyn,161,10,10,116,0,0,4,0,2008
34,Zaheer Khan,158,11,13,100,4,0,1,0,2008
35,David Hussey,150.5,13,2,24,19,17,5,0,2008
36,Ishant Sharma,149.5,13,8,114,1,0,2,0,2008
37,Jacques Kallis,148,11,4,55,23,4,3,0,2008
38,SA Asnodkar,143.5,9,0,0,43,6,6,0,2008
39,Ashok Dinda,142.5,13,8,112,0,0,1,0,2008
40,Kumar Sangakkara,140.5,10,0,0,41,8,4,0,2008
41,Robin Uthappa,139,14,0,0,34,9,9,0,2008
42,Shahid Afridi,137,10,9,57,7,6,4,0,2008
43,Venugopal Rao,136.5,11,2,22,22,15,0,0,2008
44,VRV Singh,136,13,11,95,1,0,0,0,2008
45,Shikhar Dhawan,135.5,14,0,0,35,8,8,0,2008
46,Makhaya Ntini,131,9,7,99,2,0,1,0,2008
47,Rahul Dravid,131,14,0,0,35,11,2,0,2008
48,Parthiv Patel,130.5,13,0,0,42,3,6,0,2008
49,Anil Kumble,122,10,7,85,1,0,4,0,2008
50,Dhawal Kulkarni,120.5,10,11,77,0,0,2,0,2008
51,Pragyan Ojha,117,13,11,71,0,0,3,0,2008
52,Ajit Agarkar,116,9,8,66,5,2,1,0,2008
53,Umar Gul,113,6,12,51,1,5,0,0,2008
54,Laxmi Ratan Shukla,104,13,6,18,17,5,2,0,2008
55,Scott Styris,103.5,8,3,61,9,2,1,0,2008
56,Lakshmipathy Balaji,101,9,11,60,0,0,1,0,2008
57,Abhishek Nayar,99,14,1,14,16,9,4,0,2008
58,Vinay Kumar,95,8,5,59,2,1,4,0,2008
59,Mohammad Asif,94.5,8,8,64,0,0,1,0,2008
60,Subramaniam Badrinath,93,16,0,0,21,8,5,0,2008
61,Amit Mishra,92,6,11,41,3,0,2,0,2008
62,Dilhara Fernando,91,5,10,51,0,0,2,0,2008
63,Mark Boucher,91,10,0,0,24,6,3,1,2008
64,Brendon McCullum,87.5,4,0,0,13,15,1,0,2008
65,Joginder Sharma,87,8,8,43,1,1,4,0,2008
66,SB Bangar,87,11,4,55,1,3,2,0,2008
67,Salman Butt,87,7,0,0,30,2,2,0,2008
68,Sachin Tendulkar,87,7,0,0,26,2,6,0,2008
69,Andrew Symonds,85.5,4,0,9,15,9,3,0,2008
70,Rajat Bhatia,83.5,9,6,48,2,2,1,0,2008
71,Stephen Fleming,83,10,0,0,27,3,2,0,2008
72,Herschelle Gibbs,83,9,0,0,17,8,5,0,2008
73,Kamran Akmal,83,6,0,0,13,8,5,4,2008
74,Matthew Hayden,81,4,0,0,24,6,0,0,2008
75,Wriddhiman Saha,79.5,12,0,0,12,7,8,2,2008
76,Virat Kohli,78,13,2,7,18,4,2,0,2008
77,DP Vijaykumar,77,9,4,63,0,0,0,0,2008
78,Mohammad Kaif,76,16,0,0,14,6,8,0,2008
79,S Vidyut,74,9,1,5,21,3,1,0,2008
80,Brett Lee,74,4,4,44,2,1,3,0,2008
81,Michael Hussey,73.5,4,0,0,12,11,2,0,2008
82,Ravindra Jadeja,72,14,0,6,11,6,7,0,2008
83,Balachandra Akhil,71.5,7,2,34,4,3,4,0,2008
84,Tillakaratne Dilshan,69.5,7,1,3,14,3,7,0,2008
85,Mahela Jayawardene,69.5,13,0,0,15,7,3,0,2008
86,Ross Taylor,67.5,4,0,0,13,10,0,0,2008
87,Pradeep Sangwan,67,7,5,47,0,0,1,0,2008
88,Dinesh Karthik,66.5,13,0,0,13,4,6,2,2008
89,Luke Pomersbach,66.5,5,0,0,13,9,1,0,2008
90,Chaminda Vaas,62,5,5,41,0,1,0,0,2008
91,VVS Laxman,61,6,0,0,22,1,1,0,2008
92,Ramesh Powar,59,5,3,30,4,1,2,0,2008
93,Murali Kartik,59,6,3,31,3,0,4,0,2008
94,P Amarnath,58.5,6,7,29,0,0,2,0,2008
95,Dwayne Smith,58.5,4,5,25,5,1,0,0,2008
96,Jacob Oram,56,4,3,32,1,1,3,0,2008
97,Dwaraka Ravi Teja,54,7,1,3,10,5,2,0,2008
98,Harbhajan Singh,51.5,3,5,16,1,3,2,0,2008
99,RR Raje,51.5,6,5,29,1,0,1,0,2008
100,Dominic Thornely,49,6,3,19,2,2,3,0,2008
101,Misbah-ul-Haq,48.5,8,0,0,10,6,1,0,2008
102,W Jaffer,48,6,0,0,12,3,3,0,2008
103,Manoj Tiwary,47.5,9,0,0,16,0,3,0,2008
104,Shoaib Malik,47,7,2,15,5,0,5,0,2008
105,Cameron White,41.5,8,0,0,8,4,3,0,2008
106,NK Patel,41,5,0,0,13,1,2,0,2008
107,Shoaib Akhtar,40.5,3,5,23,0,0,0,0,2008
108,Debabrata Das,40,6,0,0,9,5,0,0,2008
109,K Goel,38.5,7,0,2,7,4,2,0,2008
110,DNT Zoysa,36,3,2,24,1,0,1,0,2008
111,Shreevats Goswami,36,4,0,0,9,1,2,2,2008
112,Gajendra Singh,35.5,4,3,25,0,0,0,0,2008
113,Simon Katich,34.5,2,0,0,11,2,0,0,2008
114,Dinesh Salunkhe,34,6,1,13,5,0,2,0,2008
115,Mahesh Rawat,33.5,11,0,0,3,1,9,0,2008
116,Mohammad Hafeez,29.5,8,1,15,2,1,1,0,2008
117,Brett Geeves,26,2,1,15,0,0,3,0,2008
118,Luke Ronchi,26,4,0,0,6,1,3,0,2008
119,Siddharth Chitnis,25.5,3,2,10,1,1,1,0,2008
120,LPC Silva,23.5,3,0,0,5,1,3,0,2008
121,AB de Villiers,23.5,6,0,0,5,1,3,0,2008
122,Daniel Vettori,23,2,2,16,0,0,0,0,2008
123,SB Joshi,21.5,4,1,18,0,0,0,0,2008
124,Ramnaresh Sarwan,21,4,0,0,6,1,1,0,2008
125,MA Khote,20.5,4,2,5,2,1,0,0,2008
126,Pankaj Singh,20.5,5,0,18,0,0,1,0,2008
127,Pinal Shah,20,5,0,0,4,0,4,0,2008
128,D Kalyankrishna,19.5,3,2,10,0,0,1,0,2008
129,Arjun Yadav,19.5,8,0,0,5,2,0,0,2008
130,Dimitri Mascarenhas,18.5,1,2,8,0,1,0,0,2008
131,Aakash Chopra,17.5,5,0,0,5,0,2,0,2008
132,WA Mota,16.5,4,1,3,2,0,2,0,2008
133,PM Sarvesh Kumar,14.5,2,1,11,0,0,0,0,2008
134,Ricky Ponting,13.5,4,0,0,2,1,2,0,2008
135,Saurabh Tiwary,13.5,3,0,0,3,1,1,0,2008
136,Ajantha Mendis,12.5,1,1,9,0,0,0,0,2008
137,J Arunkumar,12.5,3,0,0,5,0,0,0,2008
138,Ashley Noffke,12,1,1,6,1,0,0,0,2008
139,Andre Nel,10.5,1,1,7,0,0,0,0,2008
140,Chamara Kapugedera,10,5,0,0,0,0,4,0,2008
141,Tatenda Taibu,10,3,0,0,3,0,1,0,2008
142,Shivnarine Chanderpaul,10,3,0,0,4,0,0,0,2008
143,Bharat Chipli,10,3,0,0,3,0,1,0,2008
144,VS Yeligati,8,2,0,8,0,0,0,0,2008
145,Abhinav Mukund,7.5,2,0,0,0,0,3,0,2008
146,Brad Hodge,7.5,3,0,0,2,0,1,0,2008
147,Darren Lehmann,7.5,2,0,0,3,0,0,0,2008
148,DT Patil,7.5,2,0,0,1,0,2,0,2008
149,Iqbal Abdulla,6,1,0,6,0,0,0,0,2008
150,T Kohli,6,2,0,0,0,1,1,0,2008
151,U Kaul,5,5,0,0,0,0,2,0,2008
152,Tanmay Srivastava,5,5,0,0,0,0,2,0,2008
153,Abdur Razzak,5,1,0,5,0,0,0,0,2008
154,Mithun Manhas,2.5,1,0,0,0,0,1,0,2008
155,Ajinkya Rahane,2.5,2,0,0,1,0,0,0,2008
156,Younis Khan,2.5,1,0,0,0,0,1,0,2008
157,Srikkanth Anirudha,0,1,0,0,0,0,0,0,2008
158,H Das,0,1,0,0,0,0,0,0,2008
159,P Dharmani,0,1,0,0,0,0,0,0,2008
160,Sunny Sohal,0,2,0,0,0,0,0,0,2008
161,Manish Pandey,0,3,0,0,0,0,0,0,2008
162,RV Pawar,0,1,0,0,0,0,0,0,2008
163,AdamGilchrist,281.5,16,0,0,54,29,10,8,2009
164,Suresh Raina,265,14,7,57,37,21,7,0,2009
165,Jacques Kallis,265,15,6,111,37,8,5,0,2009
166,RP Singh,261.5,16,23,171,0,0,4,0,2009
167,Irfan Pathan,254,14,17,121,17,6,4,0,2009
168,Matthew Hayden,239.5,12,0,0,60,22,5,0,2009
169,Anil Kumble,224,16,21,138,2,0,3,0,2009
170,Yusuf Pathan,214.5,13,7,83,24,12,2,0,2009
171,Dwayne Bravo,212.5,11,11,91,15,8,7,0,2009
172,Lasith Malinga,212,13,18,144,0,0,2,0,2009
173,Rohit Sharma,208,16,11,39,22,18,5,0,2009
174,Muttiah Muralitharan,207.5,13,14,146,1,0,4,0,2009
175,Yuvraj Singh,205,14,6,48,25,16,7,0,2009
176,Shane Warne,203,13,14,110,6,4,6,0,2009
177,Praveen Kumar,192.5,13,13,121,1,6,1,0,2009
178,Harbhajan Singh,187,13,12,105,6,5,3,0,2009
179,Munaf Patel,184,11,16,108,5,0,3,0,2009
180,Albie Morkel,183,12,13,101,8,4,1,0,2009
181,Brad Hodge,180,12,7,34,34,9,2,0,2009
182,Ishant Sharma,179.5,11,11,130,1,1,2,0,2009
183,Ishant Sharma,179.5,11,11,130,1,1,2,0,2009
184,Pragyan Ojha,176,15,18,108,0,0,2,0,2009
185,Piyush Chawla,175.5,14,12,111,3,0,6,0,2009
186,JP Duminy,171.5,13,4,44,26,11,4,0,2009
187,Andrew Symonds,169,8,7,66,15,11,1,0,2009
188,Amit Mishra,166,11,14,100,2,2,2,0,2009
189,Sachin Tendulkar,151.5,13,0,4,39,10,6,0,2009
190,Herschelle Gibbs,149.5,14,0,0,32,12,11,0,2009
191,Ravindra Jadeja,148.5,13,6,44,21,6,4,0,2009
192,Roelof van der Merwe,142.5,10,9,53,8,8,4,0,2009
193,Sanath Jayasuriya,140.5,12,7,29,23,7,2,0,2009
194,Tirumalasetti Suman,126.5,12,5,31,18,8,2,0,2009
195,Brendon McCullum,124.5,13,0,0,27,12,6,0,2009
196,YA Abdulla,124,9,14,75,0,0,0,0,2009
197,Lakshmipathy Balaji,123,13,13,70,0,0,3,0,2009
198,Shadab Jakati,122.5,9,13,62,3,0,3,0,2009
199,Chris Gayle,120.5,7,1,32,15,10,5,0,2009
200,Ryan Harris,117.5,8,6,84,0,0,5,0,2009
201,Vinay Kumar,117.5,11,9,65,4,1,3,0,2009
202,Dwayne Smith,116,8,1,30,12,15,0,0,2009
203,Virat Kohli,115.5,16,0,10,22,8,9,0,2009
204,Abhishek Nayar,110.5,13,4,27,14,7,4,0,2009
205,Kumar Sangakkara,110,14,0,0,29,5,6,2,2009
206,Ross Taylor,110,11,0,0,20,15,3,0,2009
207,MS Dhoni,106.5,14,0,0,22,9,4,4,2009
208,Ajit Agarkar,104,11,6,65,3,3,0,0,2009
209,Brett Lee,97.5,5,5,69,2,1,1,0,2009
210,Murali Kartik,93.5,10,4,77,0,0,1,0,2009
211,Dimitri Mascarenhas,91.5,5,6,58,4,0,1,0,2009
212,Amit Singh,87.5,5,9,56,0,0,0,0,2009
213,Mahela Jayawardene,87,10,0,0,17,7,8,0,2009
214,Jacob Oram,85.5,11,5,29,5,4,5,0,2009
215,Shanthakumaran Sreesanth,85.5,7,6,62,1,0,0,0,2009
216,Rahul Dravid,85.5,13,0,0,28,3,2,0,2009
217,Venugopal Rao,85,16,4,28,6,3,7,0,2009
218,Sourav Ganguly,85,13,2,17,13,6,3,0,2009
219,Dhawal Kulkarni,85,8,5,65,0,0,1,0,2009
220,Ashok Dinda,83.5,9,4,67,0,0,1,0,2009
221,Naman Ojha,81,8,0,0,11,11,2,4,2009
222,Sudeep Tyagi,79,8,5,59,0,0,1,0,2009
223,Ramesh Powar,79,9,5,49,2,0,3,0,2009
224,Graeme Smith,78.5,12,0,0,27,1,3,0,2009
225,Jesse Ryder,78,5,3,40,9,0,2,0,2009
226,Zaheer Khan,77,6,6,51,0,0,2,0,2009
227,Subramaniam Badrinath,76.5,14,0,0,20,4,5,0,2009
228,Robin Uthappa,75.5,15,0,0,18,3,7,1,2009
229,Kevin Pietersen,74.5,6,4,26,8,2,3,0,2009
230,Laxmi Ratan Shukla,74,9,3,38,5,3,1,0,2009
231,Harmeet Singh Bansal,71.5,7,3,46,0,0,6,0,2009
232,Kamran Khan,70,5,6,39,0,0,4,0,2009
233,Siddharth Trivedi,69,7,6,43,0,0,2,0,2009
234,Manish Pandey,66.5,5,0,0,17,4,4,0,2009
235,Manpreet Gony,65.5,7,5,36,0,2,2,0,2009
236,K Goel,65,9,0,16,9,4,5,0,2009
237,Simon Katich,63.5,9,0,0,15,6,2,0,2009
238,Parthiv Patel,62,9,0,0,19,2,3,0,2009
239,Mark Boucher,58.5,12,0,0,8,6,7,0,2009
240,Andrew Flintoff,56.5,3,2,20,5,2,4,0,2009
241,Sunny Sohal,55.5,8,0,0,9,8,2,0,2009
242,Johan Botha,53,3,3,30,5,0,0,0,2009
243,Shoaib Ahmed,52.5,7,5,35,0,0,0,0,2009
244,Ravi Bopara,50,5,0,3,8,7,1,0,2009
245,SM Harwood,49.5,3,3,34,0,0,2,0,2009
246,Ajinkya Rahane,48.5,8,1,2,12,3,1,0,2009
247,David Hussey,48,4,0,7,7,6,1,0,2009
248,Moises Henriques,47,4,2,24,2,1,3,0,2009
249,LA Carseldine,45,5,1,4,11,0,4,0,2009
250,Chaminda Vaas,44,2,4,24,1,1,0,0,2009
251,SA Asnodkar,44,8,0,0,11,4,1,0,2009
252,Rob Quiney,43,7,0,0,12,3,1,0,2009
253,Scott Styris,42,2,5,21,0,1,0,0,2009
254,Ajantha Mendis,41.5,4,3,26,0,0,2,0,2009
255,Vikramjeet Malik,40,5,2,28,0,0,2,0,2009
256,WA Mota,39,8,3,21,0,0,3,0,2009
257,Balachandra Akhil,39,6,4,19,1,1,0,0,2009
258,Dale Steyn,39,3,2,27,0,0,2,0,2009
259,Pinal Shah,37,9,0,0,4,2,6,2,2009
260,Abhishek Raut,34.5,9,0,4,5,3,3,0,2009
261,T Thushara,32,2,3,19,0,0,1,0,2009
262,D du Preez,32,2,4,18,0,0,0,0,2009
263,Dwaraka Ravi Teja,27.5,9,0,0,7,0,4,0,2009
264,Charl Langeveldt,26.5,1,3,16,0,0,0,0,2009
265,Wriddhiman Saha,26.5,8,0,0,3,4,2,0,2009
266,Ravichandran Ashwin,25.5,2,2,11,1,0,2,0,2009
267,Morne Morkel,25,2,0,20,1,0,1,0,2009
268,KP Appanna,25,5,2,18,0,0,0,0,2009
269,Anureet Singh,23,3,2,16,0,0,0,0,2009
270,RR Raje,23,4,1,11,0,1,2,0,2009
271,Murali Vijay,22,4,0,0,4,2,2,0,2009
272,Pankaj Singh,21.5,3,2,12,0,0,1,0,2009
273,T Henderson,21,2,1,14,0,1,0,0,2009
274,Yashpal Singh,20,8,0,0,5,0,3,0,2009
275,C Nanda,20,3,2,13,0,0,0,0,2009
276,Mahesh Rawat,20,5,0,0,1,0,6,1,2009
277,Joginder Sharma,19.5,4,2,9,0,1,0,0,2009
278,VRV Singh,19.5,5,1,16,0,0,0,0,2009
279,George Bailey,17.5,3,0,0,7,0,0,0,2009
280,Shreevats Goswami,17.5,2,0,0,6,0,1,0,2009
281,GR Napier,14,1,1,8,1,0,0,0,2009
282,Luke Pomersbach,13.5,4,0,0,3,1,1,0,2009
283,Azhar Bilakhia,12.5,6,0,0,5,0,0,0,2009
284,Shikhar Dhawan,12.5,5,0,0,3,0,2,0,2009
285,Shikhar Dhawan,12.5,5,0,0,3,0,2,0,2009
286,NK Patel,12.5,4,0,0,1,0,4,0,2009
287,R Bishnoi,12,3,0,0,1,2,1,0,2009
288,Angelo Mathews,9.5,1,0,2,2,0,1,0,2009
289,VVS Laxman,8.5,5,0,0,1,1,1,0,2009
290,Jaskaran Singh,8,2,0,8,0,0,0,0,2009
291,SS Shaikh,7.5,2,0,0,1,0,2,0,2009
292,W Jaffer,7.5,2,0,0,2,0,1,0,2009
293,Abhimanyu Mithun,7,1,0,7,0,0,0,0,2009
294,Mashrafe Mortaza,6,1,0,6,0,0,0,0,2009
295,RR Bose,5,1,0,5,0,0,0,0,2009
296,Arindam Ghosh,5,2,0,0,1,0,1,0,2009
297,Aakash Chopra,5,2,0,0,2,0,0,0,2009
298,Mohammad Ashraful,5,1,0,0,0,0,2,0,2009
299,Luke Ronchi,2.5,1,0,0,0,0,1,0,2009
300,Siddharth Chitnis,2.5,1,0,0,1,0,0,0,2009
301,Paul Valthaty,2.5,2,0,0,1,0,0,0,2009
302,RA Shaikh,1,1,0,1,0,0,0,0,2009
303,T Kohli,0,2,0,0,0,0,0,0,2009
304,Tanmay Srivastava,0,2,0,0,0,0,0,0,2009
305,Saurabh Tiwary,0,4,0,0,0,0,0,0,2009
306,JacquesKallis,380,16,13,118,67,9,7,0,2010
307,Andrew Symonds,329.5,16,12,107,35,18,12,0,2010
308,Suresh Raina,276.5,16,6,41,45,22,10,0,2010
309,Irfan Pathan,248,14,15,98,21,10,4,0,2010
310,Kieron Pollard,242.5,14,15,58,23,17,6,0,2010
311,Yusuf Pathan,239,14,5,60,22,24,9,0,2010
312,Sachin Tendulkar,233,15,0,0,86,3,3,0,2010
313,Harbhajan Singh,224,15,17,102,12,5,6,0,2010
314,Dale Steyn,224,15,15,164,2,0,1,0,2010
315,Anil Kumble,218,16,17,151,0,0,3,0,2010
316,Pragyan Ojha,217.5,16,21,134,0,0,4,0,2010
317,Sourav Ganguly,217,14,0,2,58,15,7,0,2010
318,Albie Morkel,213.5,14,11,97,10,13,3,0,2010
319,Murali Vijay,208.5,15,0,0,36,26,11,0,2010
320,Amit Mishra,203,14,17,131,1,0,4,0,2010
321,Rohit Sharma,201.5,16,2,33,36,14,9,0,2010
322,Virender Sehwag,200,14,3,18,47,14,2,0,2010
323,Mahela Jayawardene,188.5,13,0,0,55,11,5,0,2010
324,Zaheer Khan,183,14,15,107,3,1,5,0,2010
325,Muttiah Muralitharan,181,12,15,121,0,0,3,0,2010
326,Chris Gayle,179,9,4,29,30,16,2,0,2010
327,Ravichandran Ashwin,178,12,13,125,2,0,1,0,2010
328,Lasith Malinga,173.5,13,15,116,0,0,2,0,2010
329,Naman Ojha,172.5,14,0,0,42,15,4,2,2010
330,Robin Uthappa,172,16,0,0,21,27,7,3,2010
331,Vinay Kumar,169.5,14,16,101,1,0,4,0,2010
332,Yuvraj Singh,166.5,14,5,45,20,14,2,0,2010
333,Angelo Mathews,166.5,14,8,58,18,8,3,0,2010
334,Adam Gilchrist,166,16,0,0,31,16,9,4,2010
335,Shane Watson,166,6,6,61,18,9,3,0,2010
336,Matthew Hayden,163.5,16,0,0,37,16,6,0,2010
337,Kumar Sangakkara,162.5,13,0,0,47,5,6,5,2010
338,Piyush Chawla,161,14,12,94,7,0,3,0,2010
339,Ryan Harris,155.5,8,14,82,2,2,5,0,2010
340,Ambati Rayudu,148,14,0,0,34,13,6,1,2010
341,Doug Bollinger,147,8,12,94,1,1,2,0,2010
342,RP Singh,147,12,13,99,0,0,1,0,2010
343,Praveen Kumar,145,12,10,110,0,0,0,0,2010
344,Michael Lumb,143.5,11,0,0,45,6,4,0,2010
345,Saurabh Tiwary,143,16,0,0,29,18,3,0,2010
346,Shane Warne,137.5,14,11,94,0,0,2,0,2010
347,David Warner,136.5,11,0,0,27,14,8,0,2010
348,Shadab Jakati,130,11,13,82,0,0,1,0,2010
349,Murali Kartik,126,10,9,77,2,0,5,0,2010
350,Subramaniam Badrinath,122.5,16,0,0,41,5,1,0,2010
351,Ravi Bopara,121.5,10,5,21,25,3,4,0,2010
352,Virat Kohli,121.5,16,0,7,26,12,3,0,2010
353,Kevin Pietersen,121.5,7,3,18,23,8,3,0,2010
354,Siddharth Trivedi,121,11,11,69,3,1,1,0,2010
355,MS Dhoni,120.5,13,0,0,26,8,5,6,2010
356,Paul Collingwood,119.5,8,5,24,9,13,4,0,2010
357,Dirk Nannes,118.5,9,7,89,0,0,2,0,2010
358,Shaun Tait,118.5,8,10,70,0,1,4,0,2010
359,Dinesh Karthik,116,14,0,0,26,6,6,6,2010
360,Herschelle Gibbs,111.5,10,0,0,26,9,6,0,2010
361,Manish Pandey,109.5,13,0,0,27,7,7,0,2010
362,Tirumalasetti Suman,109,14,0,2,23,12,3,0,2010
363,Shane Bond,109,8,9,75,0,0,1,0,2010
364,Ryan McLaren,105.5,10,4,69,7,0,2,0,2010
365,Rahul Dravid,105.5,16,0,0,34,3,4,0,2010
366,Pradeep Sangwan,104,8,9,70,0,0,1,0,2010
367,Manvinder Bisla,101,10,0,0,27,6,5,0,2010
368,Chaminda Vaas,100.5,6,9,63,1,1,0,0,2010
369,MF Maharoof,96.5,7,8,54,2,2,1,0,2010
370,Ashok Dinda,95.5,7,9,64,0,0,0,0,2010
371,Gautam Gambhir,94.5,11,0,0,32,2,3,0,2010
372,Dwayne Bravo,93.5,10,4,48,3,4,4,0,2010
373,Manoj Tiwary,90.5,13,1,2,23,5,4,0,2010
374,Harmeet Singh Bansal,88,8,8,60,0,0,0,0,2010
375,Lakshmipathy Balaji,85.5,7,7,50,1,1,2,0,2010
376,Ishant Sharma,81,7,7,54,0,0,1,0,2010
377,Shikhar Dhawan,80.5,10,0,0,23,3,5,0,2010
378,Umesh Yadav,78.5,7,6,55,0,0,1,0,2010
379,Shalabh Srivastava,77.5,8,6,54,0,0,1,0,2010
380,Dilhara Fernando,77,5,7,50,0,0,1,0,2010
381,Abhishek Jhunjhunwala,76,13,0,12,16,4,4,0,2010
382,JP Duminy,74,7,1,13,13,5,3,0,2010
383,Ramesh Powar,72.5,7,3,62,0,0,0,0,2010
384,Ashish Nehra,71.5,4,6,37,2,1,2,0,2010
385,Mohnish Mishra,68.5,11,0,0,18,6,1,0,2010
386,Rahul Sharma,68.5,6,5,40,3,1,0,0,2010
387,Juan Theron,67.5,7,6,44,0,0,1,0,2010
388,Shanthakumaran Sreesanth,67,6,3,44,5,0,0,0,2010
389,Faiz Fazal,67,10,0,1,19,1,6,0,2010
390,Ajit Agarkar,66.5,7,4,40,4,0,1,0,2010
391,Adam Voges,65.5,9,0,15,15,3,1,0,2010
392,T Thushara,60.5,4,5,38,0,0,2,0,2010
393,Shaun Marsh,58.5,4,0,0,14,6,1,0,2010
394,Rajagopal Sathish,56,12,2,14,11,0,3,0,2010
395,Sumit Narwal,56,5,5,31,2,0,1,0,2010
396,Aditya Dole,54.5,3,5,21,3,1,2,0,2010
397,Tillakaratne Dilshan,53.5,6,3,18,6,0,4,0,2010
398,Brad Hodge,53.5,4,2,8,11,1,3,0,2010
399,Andrew McDonald,53,4,5,21,3,2,0,0,2010
400,David Hussey,53,6,0,13,5,5,4,0,2010
401,Jaskaran Singh,52,6,6,31,0,0,0,0,2010
402,Cheteshwar Pujara,50.5,10,0,0,14,3,2,0,2010
403,Laxmi Ratan Shukla,49,4,3,19,3,2,2,0,2010
404,Sarabjit Ladda,48,5,4,34,0,0,0,0,2010
405,Mithun Manhas,47.5,9,0,0,14,0,5,0,2010
406,Brendon McCullum,47,5,0,0,14,2,2,0,2010
407,Rajat Bhatia,45.5,5,3,23,1,2,1,0,2010
408,Munaf Patel,44,4,3,31,0,0,1,0,2010
409,Charl Langeveldt,43.5,3,5,26,0,0,0,0,2010
410,Sudeep Tyagi,42.5,6,1,34,0,0,2,0,2010
411,Wriddhiman Saha,41,13,0,0,9,1,3,3,2010
412,Sanath Jayasuriya,39.5,4,2,19,4,1,0,0,2010
413,Daniel Vettori,38,3,2,21,4,0,0,0,2010
414,Mitchell Marsh,37,3,2,24,1,1,0,0,2010
415,Jaydev Unadkat,36.5,3,4,20,0,0,1,0,2010
416,Ali Murtaza,36,3,3,23,0,0,1,0,2010
417,Ross Taylor,36,7,0,0,2,6,4,0,2010
418,Owais Shah,35,5,0,0,7,5,0,0,2010
419,JM Kemp,34,5,3,15,1,1,1,0,2010
420,Anirudh Singh,33.5,5,0,0,6,1,6,0,2010
421,AB de Villiers,32.5,7,0,0,7,0,6,0,2010
422,Paras Dogra,32.5,9,0,0,4,5,2,0,2010
423,Bipul Sharma,32,5,3,14,1,0,2,0,2010
424,Aditya Tare,30.5,7,0,0,5,3,1,2,2010
425,Dimitri Mascarenhas,30,2,4,16,0,0,0,0,2010
426,Cameron White,30,7,0,2,3,3,4,0,2010
427,Kamran Khan,28.5,3,3,18,0,0,0,0,2010
428,Pankaj Singh,28,2,2,21,0,0,0,0,2010
429,Brett Lee,27.5,4,0,20,1,0,2,0,2010
430,Parthiv Patel,27,4,0,0,6,2,0,2,2010
431,VVS Laxman,26,6,0,0,7,1,2,0,2010
432,Kemar Roach,25,2,0,20,1,0,1,0,2010
433,Kedar Jadhav,24.5,5,0,0,7,2,0,0,2010
434,Joginder Sharma,23.5,3,2,14,0,0,1,0,2010
435,Manpreet Gony,23,3,1,17,0,0,1,0,2010
436,Abhishek Raut,23,6,0,0,3,3,2,0,2010
437,Graeme Smith,22.5,2,0,0,7,0,2,0,2010
438,Vikramjeet Malik,22,3,1,16,1,0,0,0,2010
439,Iqbal Abdulla,21.5,3,1,18,0,0,0,0,2010
440,Moises Henriques,21,1,1,10,2,0,1,0,2010
441,Morne Morkel,20,2,0,15,1,0,1,0,2010
442,Abhishek Nayar,19.5,3,0,0,4,2,1,0,2010
443,Ajantha Mendis,19,2,2,12,0,0,0,0,2010
444,KP Appanna,18.5,2,1,15,0,0,0,0,2010
445,Eoin Morgan,18.5,6,0,0,2,1,4,0,2010
446,Bodapati Sumanth,17.5,5,0,0,3,0,4,0,2010
447,Love Ablish,17.5,2,3,7,0,0,0,0,2010
