Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3,Total_Balls
225,2011,5/21/11,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,0,,,,,Feroz Shah Kotla,SS Hazare,RJ Tucker,,63
226,2017,4/16/17,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,Normal,0,Rising Pune Supergiant,27,,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,,250
227,2013,5/12/13,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,5,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,,241
228,2015,4/12/15,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,,252
229,2016,5/5/16,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,Normal,0,Rising Pune Supergiants,,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,,248
230,2018,5/11/18,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Rajasthan Royals,,4,JC Buttler,Sawai Mansingh Stadium,M Erasmus,YC Barde,,252
231,2008,5/8/08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,251
232,2017,4/19/17,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,15,,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,,245
233,2012,5/8/12,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Normal,0,Kings XI Punjab,25,,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,BNJ Oxenford,,246
234,2013,5/2/13,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,15,,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,,242
235,2014,5/23/14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,15,,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,,243
236,2019,4/14/19,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5,Imran Tahir,Eden Gardens,RJ Tucker,CK Nandan,,245
237,2011,4/24/11,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Normal,0,Mumbai Indians,37,,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,AL Hill,,245
238,2017,5/14/17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,10,,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,,249
239,2010,3/26/10,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Normal,0,Rajasthan Royals,,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,,224
240,2013,4/16/13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kings XI Punjab,4,,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel,,248
241,2018,5/2/18,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Normal,1,Delhi Daredevils,4,,RR Pant,Feroz Shah Kotla,VK Sharma,CK Nandan,,184
242,2015,4/30/15,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,,246
243,2012,5/23/12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Chennai Super Kings,38,,MS Dhoni,M Chinnaswamy Stadium,BF Bowden,HDPK Dharmasena,,249
244,2013,5/15/13,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,Normal,0,Pune Warriors,7,,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,,244
245,2010,4/12/10,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Deccan Chargers,13,,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,,249
246,2008,5/21/08,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,14,,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,,247
247,2017,5/3/17,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,,238
248,2011,5/12/11,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,18,,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,,246
